#Threads,#Iter,info,#NNZ in L,#NNZ in U,LU MB,Total MB,Norm,RPG,RCN,pdgssvx
1,0,0,464221,627642,13.747,27.19,9.54953E-09,0.2126318,3.707492E-07,221635
1,1,0,464221,627642,13.747,27.19,9.54953E-09,0.2126318,3.707492E-07,211785
1,2,0,464221,627642,13.747,27.19,9.54953E-09,0.2126318,3.707492E-07,211375
1,3,0,464221,627642,13.747,27.19,9.54953E-09,0.2126318,3.707492E-07,212390
1,4,0,464221,627642,13.747,27.19,9.54953E-09,0.2126318,3.707492E-07,211459
1,5,0,464221,627642,13.747,27.19,9.54953E-09,0.2126318,3.707492E-07,212526
1,6,0,464221,627642,13.747,27.19,9.54953E-09,0.2126318,3.707492E-07,212437
1,7,0,464221,627642,13.747,27.19,9.54953E-09,0.2126318,3.707492E-07,212180
1,8,0,464221,627642,13.747,27.19,9.54953E-09,0.2126318,3.707492E-07,212405
1,9,0,464221,627642,13.747,27.19,9.54953E-09,0.2126318,3.707492E-07,212439
1,10,0,464221,627642,13.747,27.19,9.54953E-09,0.2126318,3.707492E-07,212663
2,0,0,466213,628152,13.68,38.791,9.54953E-09,0.2126318,3.707492E-07,180183
2,1,0,466213,628152,13.68,38.791,9.54953E-09,0.2126318,3.707492E-07,168714
2,2,0,466213,628172,13.68,38.792,9.54953E-09,0.2126318,3.707492E-07,169147
2,3,0,466213,628172,13.68,38.792,9.54953E-09,0.2126318,3.707492E-07,168863
2,4,0,466213,628172,13.68,38.792,9.54953E-09,0.2126318,3.707492E-07,170514
2,5,0,466213,628152,13.68,38.791,9.54953E-09,0.2126318,3.707492E-07,169543
2,6,0,466213,628172,13.68,38.792,9.54953E-09,0.2126318,3.707492E-07,169795
2,7,0,466213,628152,13.68,38.791,9.54953E-09,0.2126318,3.707492E-07,169406
2,8,0,466213,628172,13.68,38.792,9.54953E-09,0.2126318,3.707492E-07,169717
2,9,0,466213,628152,13.68,38.791,9.54953E-09,0.2126318,3.707492E-07,168685
2,10,0,466213,628172,13.68,38.792,9.54953E-09,0.2126318,3.707492E-07,170407
3,0,0,467810,631079,13.659,50.438,9.54953E-09,0.2126318,3.707492E-07,159170
3,1,0,468577,631175,13.653,50.431,9.54953E-09,0.2126318,3.707492E-07,150367
3,2,0,468577,631175,13.653,50.431,9.54953E-09,0.2126318,3.707492E-07,150101
3,3,0,467496,631081,13.659,50.438,9.54953E-09,0.2126318,3.707492E-07,149171
3,4,0,467810,631079,13.659,50.438,9.54953E-09,0.2126318,3.707492E-07,150383
3,5,0,467496,631081,13.659,50.438,9.54953E-09,0.2126318,3.707492E-07,149999
3,6,0,467496,631081,13.659,50.438,9.54953E-09,0.2126318,3.707492E-07,150018
3,7,0,467496,631081,13.659,50.438,9.54953E-09,0.2126318,3.707492E-07,149392
3,8,0,467810,631096,13.659,50.438,9.54953E-09,0.2126318,3.707492E-07,150172
3,9,0,467810,631096,13.659,50.438,9.54953E-09,0.2126318,3.707492E-07,149394
3,10,0,468815,631428,13.655,50.434,9.54953E-09,0.2126318,3.707492E-07,149306
4,0,0,469739,634611,13.658,62.105,9.54953E-09,0.2126318,3.707492E-07,158267
4,1,0,469739,634601,13.658,62.105,9.54953E-09,0.2126318,3.707492E-07,144515
4,2,0,469538,633067,13.637,62.084,9.54953E-09,0.2126318,3.707492E-07,144463
4,3,0,470521,634762,13.663,62.11,9.54953E-09,0.2126318,3.707492E-07,143785
4,4,0,469739,634601,13.658,62.105,9.54953E-09,0.2126318,3.707492E-07,147112
4,5,0,469739,634584,13.658,62.105,9.54953E-09,0.2126318,3.707492E-07,143882
4,6,0,469739,634601,13.658,62.105,9.54953E-09,0.2126318,3.707492E-07,144614
4,7,0,470541,634761,13.663,62.11,9.54953E-09,0.2126318,3.707492E-07,145232
4,8,0,469864,633349,13.621,62.068,9.54953E-09,0.2126318,3.707492E-07,143314
4,9,0,469739,634601,13.658,62.105,9.54953E-09,0.2126318,3.707492E-07,144072
4,10,0,469739,634601,13.658,62.105,9.54953E-09,0.2126318,3.707492E-07,145126
5,0,0,473618,640944,13.675,73.79,9.549531E-09,0.2059943,3.707492E-07,151182
5,1,0,473350,639070,13.657,73.772,9.54953E-09,0.2126318,3.707492E-07,139364
5,2,0,473350,639067,13.657,73.772,9.54953E-09,0.2126318,3.707492E-07,139541
5,3,0,473349,639067,13.657,73.772,9.54953E-09,0.2126318,3.707492E-07,139076
5,4,0,473350,639070,13.657,73.772,9.54953E-09,0.2126318,3.707492E-07,139190
5,5,0,473159,638600,13.653,73.768,9.54953E-09,0.2126318,3.707492E-07,139092
5,6,0,473158,638588,13.653,73.768,9.54953E-09,0.2126318,3.707492E-07,139270
5,7,0,472793,643249,13.716,73.831,9.54953E-09,0.2059943,3.707492E-07,139718
5,8,0,472277,639010,13.664,73.779,9.54953E-09,0.2126318,3.707492E-07,139299
5,9,0,473349,639070,13.657,73.772,9.54953E-09,0.2126318,3.707492E-07,138920
5,10,0,472503,642755,13.713,73.827,9.54953E-09,0.2126318,3.707492E-07,151373
6,0,0,475710,640207,13.642,85.424,9.54953E-09,0.2059943,3.707492E-07,155168
6,1,0,474470,645924,13.736,85.518,9.549531E-09,0.2059943,3.707492E-07,139659
6,2,0,474470,645920,13.736,85.518,9.549531E-09,0.2059943,3.707492E-07,139119
6,3,0,475543,645990,13.729,85.511,9.549531E-09,0.2059943,3.707492E-07,140077
6,4,0,474470,645924,13.736,85.518,9.549531E-09,0.2059943,3.707492E-07,139891
6,5,0,474470,645936,13.736,85.518,9.549531E-09,0.2059943,3.707492E-07,140463
6,6,0,475543,645990,13.729,85.511,9.549531E-09,0.2059943,3.707492E-07,140249
6,7,0,475543,645990,13.729,85.511,9.549531E-09,0.2059943,3.707492E-07,139734
6,8,0,475543,645990,13.729,85.511,9.549531E-09,0.2059943,3.707492E-07,139892
6,9,0,475543,645990,13.729,85.511,9.549531E-09,0.2059943,3.707492E-07,139303
6,10,0,475543,645990,13.729,85.511,9.549531E-09,0.2059943,3.707492E-07,139837
7,0,0,479061,642219,13.664,97.114,9.549531E-09,0.2059943,3.707492E-07,151091
7,1,0,476371,646091,13.74,97.191,9.549531E-09,0.2059943,3.707492E-07,136852
7,2,0,476371,646091,13.74,97.191,9.549531E-09,0.2059943,3.707492E-07,137399
7,3,0,476494,646750,13.754,97.204,9.549531E-09,0.2059943,3.707492E-07,136785
7,4,0,476208,646644,13.744,97.195,9.549531E-09,0.2059943,3.707492E-07,137101
7,5,0,476928,646077,13.736,97.186,9.549531E-09,0.2059943,3.707492E-07,137135
7,6,0,476630,646524,13.745,97.195,9.549531E-09,0.2126318,3.707492E-07,137744
7,7,0,476394,643895,13.706,97.156,9.549531E-09,0.2126318,3.707492E-07,137171
7,8,0,474297,642961,13.691,97.141,9.549531E-09,0.2126318,3.707492E-07,137040
7,9,0,474973,645426,13.721,97.171,9.549531E-09,0.2126318,3.707492E-07,136154
7,10,0,476494,646647,13.753,97.203,9.549531E-09,0.2059943,3.707492E-07,137936
8,0,0,480915,641558,13.658,108.776,9.549531E-09,0.2059943,3.707492E-07,151824
8,1,0,476081,643886,13.712,108.83,9.549531E-09,0.2059943,3.707492E-07,133901
8,2,0,477161,643384,13.701,108.819,9.549531E-09,0.2059943,3.707492E-07,134709
8,3,0,477014,643269,13.705,108.823,9.549531E-09,0.2059943,3.707492E-07,134689
8,4,0,476851,643895,13.708,108.826,9.549531E-09,0.2059943,3.707492E-07,133841
8,5,0,476851,643856,13.708,108.826,9.549531E-09,0.2059943,3.707492E-07,134393
8,6,0,477147,644029,13.707,108.825,9.549531E-09,0.2126318,3.707492E-07,134829
8,7,0,477149,643336,13.7,108.818,9.549531E-09,0.2059943,3.707492E-07,134426
8,8,0,477248,643363,13.701,108.819,9.549531E-09,0.2059943,3.707492E-07,134722
8,9,0,477301,646056,13.733,108.851,9.549531E-09,0.2059943,3.707492E-07,134875
8,10,0,477149,643532,13.702,108.82,9.549531E-09,0.2059943,3.707492E-07,134372
9,0,0,481163,641174,13.653,120.439,9.549531E-09,0.2059943,3.707492E-07,157127
9,1,0,477371,643743,13.711,120.497,9.549531E-09,0.2059943,3.707492E-07,135150
9,2,0,477506,643809,13.706,120.492,9.549531E-09,0.2059943,3.707492E-07,134063
9,3,0,477371,643805,13.712,120.498,9.549531E-09,0.2059943,3.707492E-07,134349
9,4,0,477469,643798,13.713,120.499,9.549531E-09,0.2059943,3.707492E-07,134497
9,5,0,477604,644173,13.711,120.497,9.549531E-09,0.2059943,3.707492E-07,134505
9,6,0,477506,643818,13.706,120.492,9.549531E-09,0.2059943,3.707492E-07,134394
9,7,0,477371,643767,13.712,120.497,9.549531E-09,0.2059943,3.707492E-07,136647
9,8,0,477371,643767,13.712,120.497,9.549531E-09,0.2059943,3.707492E-07,134278
9,9,0,477506,643810,13.706,120.492,9.549531E-09,0.2059943,3.707492E-07,134629
9,10,0,477506,643809,13.706,120.492,9.549531E-09,0.2126318,3.707492E-07,135044
10,0,0,481585,641179,13.651,132.104,9.54953E-09,0.2059943,3.707492E-07,159577
10,1,0,477524,643777,13.706,132.159,9.549531E-09,0.2059943,3.707492E-07,139643
10,2,0,477794,645457,13.728,132.182,9.549531E-09,0.2059943,3.707492E-07,138692
10,3,0,477762,645753,13.728,132.182,9.549531E-09,0.2126318,3.707492E-07,138533
10,4,0,477696,645485,13.728,132.181,9.549531E-09,0.2059943,3.707492E-07,139192
10,5,0,477794,645433,13.728,132.181,9.549531E-09,0.2059943,3.707492E-07,138781
10,6,0,477506,643811,13.706,132.16,9.549531E-09,0.2059943,3.707492E-07,139138
10,7,0,477713,645077,13.723,132.176,9.549531E-09,0.2059943,3.707492E-07,139224
10,8,0,477514,643835,13.706,132.16,9.549531E-09,0.2059943,3.707492E-07,139047
10,9,0,477713,645204,13.724,132.178,9.549531E-09,0.2059943,3.707492E-07,138674
10,10,0,477668,645246,13.732,132.185,9.549531E-09,0.2059943,3.707492E-07,139625
11,0,0,482136,645754,13.706,143.828,9.54953E-09,0.2059943,3.707492E-07,158396
11,1,0,478620,645268,13.729,143.851,9.549531E-09,0.2059943,3.707492E-07,135483
11,2,0,479765,645861,13.734,143.856,9.549531E-09,0.2059943,3.707492E-07,136351
11,3,0,479783,646212,13.739,143.86,9.549531E-09,0.2059943,3.707492E-07,135422
11,4,0,478621,644422,13.716,143.838,9.549531E-09,0.2059943,3.707492E-07,135461
11,5,0,482076,648498,13.745,143.867,9.54953E-09,0.2059943,3.707492E-07,135665
11,6,0,479783,646105,13.737,143.859,9.549531E-09,0.2059943,3.707492E-07,135682
11,7,0,480377,646691,13.747,143.868,9.549531E-09,0.2059943,3.707492E-07,136376
11,8,0,479657,645801,13.74,143.861,9.549531E-09,0.2059943,3.707492E-07,136559
11,9,0,478669,645756,13.732,143.854,9.549531E-09,0.2059943,3.707492E-07,135387
11,10,0,479802,646082,13.737,143.858,9.549531E-09,0.2059943,3.707492E-07,136186
12,0,0,482773,646113,13.706,155.495,9.54953E-09,0.2059943,3.707492E-07,161163
12,1,0,482114,648604,13.747,155.536,9.54953E-09,0.2059943,3.707492E-07,137321
12,2,0,482095,648441,13.745,155.534,9.54953E-09,0.2059943,3.707492E-07,135856
12,3,0,482076,648129,13.741,155.53,9.54953E-09,0.2059943,3.707492E-07,136745
12,4,0,482095,648397,13.744,155.534,9.54953E-09,0.2059943,3.707492E-07,137027
12,5,0,480358,646493,13.744,155.534,9.549531E-09,0.2059943,3.707492E-07,135603
12,6,0,482076,648373,13.744,155.533,9.54953E-09,0.2059943,3.707492E-07,136765
12,7,0,482057,648360,13.744,155.533,9.54953E-09,0.2059943,3.707492E-07,136769
12,8,0,481466,647710,13.734,155.523,9.54953E-09,0.2059943,3.707492E-07,136364
12,9,0,481502,647835,13.735,155.524,9.54953E-09,0.2059943,3.707492E-07,136579
