#Threads,#Iter,info,#NNZ in L,#NNZ in U,LU MB,Total MB,Norm,RPG,RCN,pdgssvx
1,0,0,354592,501216,11.018,24.461,9.549531E-09,0.1577478,3.707492E-07,249124
1,1,0,354592,501216,11.018,24.461,9.549531E-09,0.1577478,3.707492E-07,241323
1,2,0,354592,501216,11.018,24.461,9.549531E-09,0.1577478,3.707492E-07,240871
1,3,0,354592,501216,11.018,24.461,9.549531E-09,0.1577478,3.707492E-07,240987
1,4,0,354592,501216,11.018,24.461,9.549531E-09,0.1577478,3.707492E-07,240824
1,5,0,354592,501216,11.018,24.461,9.549531E-09,0.1577478,3.707492E-07,241938
1,6,0,354592,501216,11.018,24.461,9.549531E-09,0.1577478,3.707492E-07,241941
1,7,0,354592,501216,11.018,24.461,9.549531E-09,0.1577478,3.707492E-07,241984
1,8,0,354592,501216,11.018,24.461,9.549531E-09,0.1577478,3.707492E-07,241774
1,9,0,354592,501216,11.018,24.461,9.549531E-09,0.1577478,3.707492E-07,241225
1,10,0,354592,501216,11.018,24.461,9.549531E-09,0.1577478,3.707492E-07,240944
2,0,0,359711,504139,10.972,36.084,9.549531E-09,0.1577478,3.707492E-07,222767
2,1,0,359695,503735,10.967,36.079,9.549531E-09,0.1577478,3.707492E-07,212873
2,2,0,359640,504139,10.972,36.083,9.549531E-09,0.1577478,3.707492E-07,214178
2,3,0,359711,504150,10.973,36.084,9.549531E-09,0.1577478,3.707492E-07,212767
2,4,0,359711,504139,10.972,36.084,9.549531E-09,0.1577478,3.707492E-07,213573
2,5,0,359711,504138,10.972,36.084,9.549531E-09,0.1577478,3.707492E-07,212712
2,6,0,359647,503737,10.967,36.078,9.549531E-09,0.1577478,3.707492E-07,213634
2,7,0,359647,503737,10.967,36.078,9.549531E-09,0.1577478,3.707492E-07,212775
2,8,0,359695,503737,10.967,36.079,9.549531E-09,0.1577478,3.707492E-07,213040
2,9,0,359699,504140,10.972,36.084,9.549531E-09,0.1577478,3.707492E-07,212351
2,10,0,359703,504140,10.972,36.084,9.549531E-09,0.1577478,3.707492E-07,212668
3,0,0,359838,503411,10.96,47.739,9.549531E-09,0.1577478,3.707492E-07,213653
3,1,0,359838,503411,10.96,47.739,9.549531E-09,0.1577478,3.707492E-07,205278
3,2,0,359838,503411,10.96,47.739,9.549531E-09,0.1577478,3.707492E-07,205749
3,3,0,359838,503411,10.96,47.739,9.549531E-09,0.1577478,3.707492E-07,205781
3,4,0,359838,503411,10.96,47.739,9.549531E-09,0.1577478,3.707492E-07,205415
3,5,0,359838,503411,10.96,47.739,9.549531E-09,0.1577478,3.707492E-07,205184
3,6,0,359838,503411,10.96,47.739,9.549531E-09,0.1577478,3.707492E-07,205857
3,7,0,359838,503393,10.96,47.739,9.549531E-09,0.1577478,3.707492E-07,205829
3,8,0,359838,503411,10.96,47.739,9.549531E-09,0.1577478,3.707492E-07,206237
3,9,0,359838,503411,10.96,47.739,9.549531E-09,0.1577478,3.707492E-07,206277
3,10,0,359838,503411,10.96,47.739,9.549531E-09,0.1577478,3.707492E-07,206054
4,0,0,360060,503423,10.959,59.406,9.549531E-09,0.1577478,3.707492E-07,209011
4,1,0,360066,503423,10.959,59.406,9.549531E-09,0.1577478,3.707492E-07,199535
4,2,0,360066,503423,10.959,59.406,9.549531E-09,0.1577478,3.707492E-07,199191
4,3,0,360060,503456,10.959,59.406,9.549531E-09,0.1577478,3.707492E-07,198748
4,4,0,360060,503423,10.959,59.406,9.549531E-09,0.1577478,3.707492E-07,199149
4,5,0,359945,503276,10.958,59.405,9.549531E-09,0.1577478,3.707492E-07,199313
4,6,0,360066,503423,10.959,59.406,9.549531E-09,0.1577478,3.707492E-07,200329
4,7,0,360066,503456,10.959,59.406,9.549531E-09,0.1577478,3.707492E-07,199369
4,8,0,360060,503456,10.959,59.406,9.549531E-09,0.1577478,3.707492E-07,198929
4,9,0,360066,503456,10.959,59.406,9.549531E-09,0.1577478,3.707492E-07,198997
4,10,0,360066,503421,10.959,59.406,9.549531E-09,0.1577478,3.707492E-07,199817
5,0,0,360767,503365,10.956,71.071,9.549531E-09,0.1577478,3.707492E-07,204965
5,1,0,360659,503310,10.956,71.07,9.549531E-09,0.1577478,3.707492E-07,194669
5,2,0,360767,503324,10.956,71.07,9.549531E-09,0.1577478,3.707492E-07,194206
5,3,0,360767,503324,10.956,71.07,9.549531E-09,0.1577478,3.707492E-07,194551
5,4,0,360767,503324,10.956,71.07,9.549531E-09,0.1577478,3.707492E-07,194718
5,5,0,360767,503940,10.963,71.078,9.549531E-09,0.1577478,3.707492E-07,194492
5,6,0,360767,503324,10.956,71.07,9.549531E-09,0.1577478,3.707492E-07,195779
5,7,0,360659,503310,10.956,71.07,9.549531E-09,0.1577478,3.707492E-07,194848
5,8,0,360767,503940,10.963,71.078,9.549531E-09,0.1577478,3.707492E-07,194143
5,9,0,360767,503324,10.956,71.07,9.549531E-09,0.1577478,3.707492E-07,195051
5,10,0,360767,503940,10.963,71.078,9.549531E-09,0.1577478,3.707492E-07,194803
6,0,0,362173,503693,10.928,82.71,9.54953E-09,0.1577478,3.707492E-07,207151
6,1,0,361808,503478,10.928,82.711,9.549531E-09,0.1577478,3.707492E-07,195602
6,2,0,361808,503478,10.928,82.711,9.549531E-09,0.1577478,3.707492E-07,195307
6,3,0,361808,503458,10.928,82.71,9.549531E-09,0.1577478,3.707492E-07,195421
6,4,0,361808,503458,10.928,82.71,9.549531E-09,0.1577478,3.707492E-07,195881
6,5,0,361808,503435,10.928,82.71,9.549531E-09,0.1577478,3.707492E-07,196081
6,6,0,361808,503477,10.928,82.711,9.549531E-09,0.1577478,3.707492E-07,195138
6,7,0,361808,503478,10.928,82.711,9.549531E-09,0.1577478,3.707492E-07,195928
6,8,0,361808,503434,10.928,82.71,9.549531E-09,0.1577478,3.707492E-07,195858
6,9,0,361808,503478,10.928,82.711,9.549531E-09,0.1577478,3.707492E-07,194991
6,10,0,361808,503477,10.928,82.711,9.549531E-09,0.1577478,3.707492E-07,194962
7,0,0,363138,504593,10.931,94.382,9.54953E-09,0.1577478,3.707492E-07,207139
7,1,0,360659,503138,10.954,94.404,9.549531E-09,0.1577478,3.707492E-07,194366
7,2,0,360659,503138,10.954,94.404,9.549531E-09,0.1577478,3.707492E-07,194655
7,3,0,360659,503138,10.954,94.404,9.549531E-09,0.1577478,3.707492E-07,194253
7,4,0,360732,503145,10.953,94.403,9.549531E-09,0.1577478,3.707492E-07,194573
7,5,0,360732,503145,10.953,94.403,9.549531E-09,0.1577478,3.707492E-07,194259
7,6,0,360659,503138,10.954,94.404,9.549531E-09,0.1577478,3.707492E-07,194391
7,7,0,359959,502438,10.947,94.398,9.549531E-09,0.1577478,3.707492E-07,194269
7,8,0,360732,503145,10.953,94.403,9.549531E-09,0.1577478,3.707492E-07,194659
