#MPI Procs,nrow,ncol,#Iter,INFO,Norm,pdgssvx_Abglobal
1,1,1,0,0,8.209262E-09,105890135
1,1,1,1,0,8.209262E-09,105779932
1,1,1,2,0,8.209262E-09,105655682
1,1,1,3,0,8.209262E-09,105642353
1,1,1,4,0,8.209262E-09,105685917
2,1,2,0,0,8.209262E-09,98407221
2,1,2,1,0,8.209262E-09,98580613
2,1,2,2,0,8.209262E-09,98550562
2,1,2,3,0,8.209262E-09,98680047
2,1,2,4,0,8.209262E-09,98452400
3,1,3,0,0,8.209262E-09,26967671
3,1,3,1,0,8.209262E-09,26913389
3,1,3,2,0,8.209262E-09,26939942
3,1,3,3,0,8.209262E-09,26959754
3,1,3,4,0,8.209262E-09,26949146
4,1,4,0,0,8.209262E-09,97873597
4,1,4,1,0,8.209262E-09,97995937
4,1,4,2,0,8.209262E-09,97888170
4,1,4,3,0,8.209262E-09,97985180
4,1,4,4,0,8.209262E-09,97967855
2,2,1,0,0,8.209262E-09,99234941
2,2,1,1,0,8.209262E-09,99087798
2,2,1,2,0,8.209262E-09,99059571
2,2,1,3,0,8.209262E-09,99372813
2,2,1,4,0,8.209262E-09,99056619
4,2,2,0,0,8.209262E-09,92201895
4,2,2,1,0,8.209262E-09,91996856
4,2,2,2,0,8.209262E-09,92099401
4,2,2,3,0,8.209262E-09,92061721
4,2,2,4,0,8.209262E-09,91953325
6,2,3,0,0,8.209262E-09,25230541
6,2,3,1,0,8.209262E-09,25299261
6,2,3,2,0,8.209262E-09,25256413
6,2,3,3,0,8.209262E-09,25134974
6,2,3,4,0,8.209262E-09,25341098
8,2,4,0,0,8.209262E-09,92167273
8,2,4,1,0,8.209262E-09,92044620
8,2,4,2,0,8.209262E-09,92066730
8,2,4,3,0,8.209262E-09,91969107
8,2,4,4,0,8.209262E-09,91844932
3,3,1,0,0,8.209262E-09,33058769
3,3,1,1,0,8.209262E-09,33081557
3,3,1,2,0,8.209262E-09,33094541
3,3,1,3,0,8.209262E-09,33042490
3,3,1,4,0,8.209262E-09,33097122
6,3,2,0,0,8.209262E-09,30556042
6,3,2,1,0,8.209262E-09,30655433
6,3,2,2,0,8.209262E-09,30583966
6,3,2,3,0,8.209262E-09,30590413
6,3,2,4,0,8.209262E-09,30588890
9,3,3,0,0,8.209262E-09,8915037
9,3,3,1,0,8.209262E-09,8737276
9,3,3,2,0,8.209262E-09,8754152
9,3,3,3,0,8.209262E-09,8717325
9,3,3,4,0,8.209262E-09,8772760
12,3,4,0,0,8.209262E-09,30508781
12,3,4,1,0,8.209262E-09,30386486
12,3,4,2,0,8.209262E-09,30388615
12,3,4,3,0,8.209262E-09,30436231
12,3,4,4,0,8.209262E-09,30350137
4,4,1,0,0,8.209262E-09,98442674
4,4,1,1,0,8.209262E-09,97994345
4,4,1,2,0,8.209262E-09,98096983
4,4,1,3,0,8.209262E-09,98064452
4,4,1,4,0,8.209262E-09,98238569
8,4,2,0,0,8.209262E-09,96504516
8,4,2,1,0,8.209262E-09,96336351
8,4,2,2,0,8.209262E-09,96572609
8,4,2,3,0,8.209262E-09,96678896
8,4,2,4,0,8.209262E-09,96343063
12,4,3,0,0,8.209262E-09,25150254
12,4,3,1,0,8.209262E-09,25324248
12,4,3,2,0,8.209262E-09,25158986
12,4,3,3,0,8.209262E-09,25106847
12,4,3,4,0,8.209262E-09,25056294
16,4,4,0,0,8.209262E-09,93383341
16,4,4,1,0,8.209262E-09,93373215
16,4,4,2,0,8.209262E-09,93595414
16,4,4,3,0,8.209262E-09,93307318
16,4,4,4,0,8.209262E-09,93346285
